Term,Total,slope,pvalue,weeks_present,first_seen,last_seen
social,14,2.2,0.08423621041419252,3,2025-09-01,2025-09-22
jpg width class,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
contemporary contemporaneo estilocontemporaneo,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
market,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
scale,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
workflows,13,2.2,0.085906911432764,3,2025-09-08,2025-09-22
moderno modern,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
modern contemporary contemporaneo,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
moderno,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
contemporaneo,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
contemporaneo estilocontemporaneo,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
amazon,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
modern contemporary,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
moderno modern contemporary,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
working,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
christmas casa estilo,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
city,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
output,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
christmas christmas trends,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
review,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
christmas christmas,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
learning,12,2.2,0.16962937285726437,2,2025-09-08,2025-09-22
know,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
size,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
estilo estilodevida,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
good,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
estilodevida,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
affordable,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
years,12,2.2,0.10236780846651092,2,2025-09-15,2025-09-22
try,15,2.2,0.26966858216346135,2,2025-08-25,2025-09-22
jpg,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
stone,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
space saving,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
contemporary contemporaneo,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
jpg width,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
web development,14,2.2,0.04178355623617571,2,2025-09-15,2025-09-22
homedesign,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
estilodevida moderno modern,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
estilo estilodevida moderno,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
estilodevida moderno,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
budget,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
decor christmas casa,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
title,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
text,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
casa estilo estilodevida,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
decor christmas christmas,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
dream,11,2.2,0.1816901138162091,1,2025-09-22,2025-09-22
ready,13,2.1,0.04086590284556846,2,2025-09-15,2025-09-22
ways,11,2.1,0.1377920381413218,2,2025-09-15,2025-09-22
shop,11,2.1,0.1377920381413218,2,2025-09-15,2025-09-22
stay updated,12,2.1,0.06890350891195712,2,2025-09-15,2025-09-22
company,11,2.1,0.1377920381413218,2,2025-09-15,2025-09-22
designers stay updated,12,2.1,0.06890350891195712,2,2025-09-15,2025-09-22
designed,11,2.1,0.1377920381413218,2,2025-09-15,2025-09-22
nl img,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
modern luxury,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
mind blowing,11,2.0,0.09570892463402966,2,2025-09-15,2025-09-22
reels,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
nl img href,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
nl title style,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
nl title,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
men seasonal,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
rws nl title,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
rws nl excerpt,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
rss,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
mind blowing website,11,2.0,0.09570892463402966,2,2025-09-15,2025-09-22
rws nl img,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
class attachment post,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
class attachment,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
generated,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
seasonal fashion,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
sheet,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
shaping,11,2.0,0.09570892463402966,2,2025-09-15,2025-09-22
title style,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
img href,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
blowing website,11,2.0,0.09570892463402966,2,2025-09-15,2025-09-22
title style text,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
illustration,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
thumbnail size,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
thumbnail size post,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
thumbnail wp,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
div class rws,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
ideas transform,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
style text,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
candle,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
graphic designers stay,12,2.0,0.04666188191978205,2,2025-09-15,2025-09-22
days,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
board,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
didn,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
decorating ideas,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
biggest,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
blowing,11,2.0,0.09570892463402966,2,2025-09-15,2025-09-22
home interior design,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
beginner,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
text align center,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
text align,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
yankodesign com images,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
attachment post thumbnail,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
wave,20,2.0,0.18169011381620928,5,2025-08-25,2025-09-22
wp,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
wp post image,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
trends sharp,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
attachment post,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
trends sharp dressed,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
attachment,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
width class rws,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
wp post,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
womensfashion,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
style text align,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
image height src,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
img alt class,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
image height,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
img href https,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
thumbnail wp post,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
looks,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
street fashion,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
built,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
align center,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
alt class,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
align,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
alt class attachment,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
new design,11,2.0,0.09570892463402966,2,2025-09-15,2025-09-22
nl excerpt,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
complex,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
open,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
com images,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
men wear,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
post thumbnail size,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
post image height,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
platform,14,2.0,0.133886637790989,3,2025-09-01,2025-09-22
post image,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
long,11,2.0,0.09570892463402966,2,2025-09-15,2025-09-22
post thumbnail wp,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
landscape,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
size post,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
size post thumbnail,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
song,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
seasonal fashion trends,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
source rss,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
excerpt,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
src https www,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
showing,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
feels,10,2.0,0.18169011381620928,1,2025-09-22,2025-09-22
artificial,10,1.9000000000000001,0.13342102042180437,2,2025-09-15,2025-09-22
current design,11,1.9000000000000001,0.061486244955318,2,2025-09-15,2025-09-22
current design trends,11,1.9000000000000001,0.061486244955318,2,2025-09-15,2025-09-22
year,15,1.9000000000000001,0.16262501251851894,3,2025-08-25,2025-09-22
straight,10,1.9000000000000001,0.13342102042180437,2,2025-09-15,2025-09-22
link,10,1.9000000000000001,0.13342102042180437,2,2025-09-15,2025-09-22
app,10,1.9000000000000001,0.13342102042180437,2,2025-09-15,2025-09-22
motion,13,1.9000000000000001,0.05232570311764478,3,2025-09-01,2025-09-22
support,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
styling,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
thing,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
tone,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
decisions,11,1.8,0.16142314795340415,2,2025-09-08,2025-09-22
design graphic,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
transform small,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
transformation,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
ends,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
design interior,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
view,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
wardrobe,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
home decoration ideas,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
asian street,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
streetwear fashion,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
ideas home decor,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
shortsfeed,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
makeover,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
fyp,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
builds,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
street style,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
global,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
features,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
place,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
projects,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
public,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
focus,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
control,11,1.8,0.23554029439172255,2,2025-08-25,2025-09-22
needed,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
moda,9,1.8,0.1816901138162091,1,2025-09-22,2025-09-22
channel,9,1.7000000000000002,0.12810760850826444,2,2025-09-15,2025-09-22
sketch,9,1.7000000000000002,0.12810760850826444,2,2025-09-15,2025-09-22
big,11,1.7000000000000002,0.18714984417071118,3,2025-08-25,2025-09-22
information,9,1.7000000000000002,0.12810760850826444,2,2025-09-15,2025-09-22
results,9,1.7000000000000002,0.12810760850826444,2,2025-09-15,2025-09-22
car,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
ideas diy,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
online,12,1.6,0.1816901138162091,2,2025-09-15,2025-09-22
watch,15,1.6,0.2522154963555042,4,2025-08-25,2025-09-22
css,15,1.6,0.04051932635383396,3,2025-09-08,2025-09-22
decor amp,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
takes,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
women fashion trends,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
wedding,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
instantly,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
tour,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
destination,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
story,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
layouts,9,1.6,0.0790956993820547,2,2025-09-15,2025-09-22
architectural,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
just design,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
environment,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
icon,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
decor ideas diy,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
ux design,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
means,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
latest design,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
vibes,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
case,13,1.6,0.0979397890582874,4,2025-08-25,2025-09-22
onlineshopping,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
doesn,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
flows,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
mens,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
amazing,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
age,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
design inspiration,9,1.6,0.0790956993820547,2,2025-09-15,2025-09-22
dressed gent men,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
actual,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
baby,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
gent men,8,1.6,0.18169011381620928,1,2025-09-22,2025-09-22
york,8,1.5000000000000002,0.12152456351760453,2,2025-09-15,2025-09-22
effort,8,1.5000000000000002,0.12152456351760453,2,2025-09-15,2025-09-22
life,8,1.5000000000000002,0.12152456351760453,2,2025-09-15,2025-09-22
trends curious,8,1.5000000000000002,0.12152456351760453,2,2025-09-15,2025-09-22
let,8,1.5000000000000002,0.12152456351760453,2,2025-09-15,2025-09-22
showcases,8,1.5000000000000002,0.12152456351760453,2,2025-09-15,2025-09-22
button,8,1.5000000000000002,0.12152456351760453,2,2025-09-15,2025-09-22
new york,8,1.5000000000000002,0.12152456351760453,2,2025-09-15,2025-09-22
impact,10,1.5,0.05766888562243725,2,2025-09-15,2025-09-22
search,9,1.5,0.04666188191978215,2,2025-09-15,2025-09-22
free,10,1.5,0.09393995513578188,3,2025-09-01,2025-09-22
showcase,10,1.5,0.05766888562243725,2,2025-09-15,2025-09-22
trends wondered,8,1.4000000000000004,0.06890350891195703,2,2025-09-15,2025-09-22
inside,8,1.4000000000000004,0.06890350891195703,2,2025-09-15,2025-09-22
new design trends,8,1.4000000000000004,0.06890350891195703,2,2025-09-15,2025-09-22
examples,8,1.4000000000000004,0.06890350891195703,2,2025-09-15,2025-09-22
blowing website design,8,1.4000000000000004,0.06890350891195703,2,2025-09-15,2025-09-22
agency,8,1.4000000000000004,0.06890350891195703,2,2025-09-15,2025-09-22
website design shorts,8,1.4000000000000004,0.06890350891195703,2,2025-09-15,2025-09-22
quick,10,1.4000000000000001,0.117613760873458,2,2025-09-15,2025-09-22
website ui,9,1.4000000000000001,0.04364623504077363,2,2025-09-15,2025-09-22
skills,9,1.4000000000000001,0.14389056951308798,3,2025-09-01,2025-09-22
edition,11,1.4000000000000001,0.318063378508294,2,2025-08-25,2025-09-22
user experience,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
understand,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
dresses,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
continue,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
turn,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
model,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
little,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
influence,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
forward,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
latest fashion trends,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
latest fashion,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
cc ux,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
content,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
protect,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
uxdesign cc ux,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
provide,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
established,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
transform small spaces,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
transform space,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
concept,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
cases,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
highlighting,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
white,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
helps,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
difficult,7,1.4,0.18169011381620928,1,2025-09-22,2025-09-22
photography,14,1.3,0.19096965610238692,3,2025-09-01,2025-09-22
course web design,7,1.2999999999999998,0.11318722794789343,2,2025-09-15,2025-09-22
intelligence,7,1.2999999999999998,0.11318722794789343,2,2025-09-15,2025-09-22
course web,7,1.2999999999999998,0.11318722794789343,2,2025-09-15,2025-09-22
works,7,1.2999999999999998,0.11318722794789343,2,2025-09-15,2025-09-22
footwear,7,1.2999999999999998,0.11318722794789343,2,2025-09-15,2025-09-22
moving,7,1.2999999999999998,0.11318722794789343,2,2025-09-15,2025-09-22
couple,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
change,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
solving,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
item,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
digital,14,1.2000000000000002,0.1816901138162091,3,2025-09-01,2025-09-22
graphic designer,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
possible,7,1.2000000000000002,0.057668885622437174,2,2025-09-15,2025-09-22
en,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
comfort,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
answer,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
buy,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
ideas transform small,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
popular,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
pieces,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
wanted,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
questions,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
setting,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
dont,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
sharing,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
continuing,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
following,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
architects,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
recent,7,1.2000000000000002,0.057668885622437174,2,2025-09-15,2025-09-22
beauty,7,1.2000000000000002,0.057668885622437174,2,2025-09-15,2025-09-22
ask,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
futuristic,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
reuse,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
moment,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
beginners,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
ultimate destination,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
adapt,6,1.2000000000000002,0.1816901138162091,1,2025-09-22,2025-09-22
management,7,1.2,0.1635063741607676,2,2025-09-08,2025-09-22
insights,6,1.1,0.10236780846651092,2,2025-09-15,2025-09-22
shorts discover,6,1.1,0.10236780846651092,2,2025-09-15,2025-09-22
concise,13,1.1,0.07582649117357955,4,2025-09-01,2025-09-22
offer,6,1.1,0.10236780846651092,2,2025-09-15,2025-09-22
nature,6,1.1,0.10236780846651092,2,2025-09-15,2025-09-22
website animation,6,1.1,0.10236780846651092,2,2025-09-15,2025-09-22
adobe,7,1.1,0.21881140495974208,2,2025-09-01,2025-09-22
interact,6,1.1,0.10236780846651092,2,2025-09-15,2025-09-22
training,6,1.1,0.10236780846651092,2,2025-09-15,2025-09-22
transforming,7,1.1,0.04178355623617571,2,2025-09-15,2025-09-22
sites,6,1.1,0.10236780846651092,2,2025-09-15,2025-09-22
hot,11,1.1,0.1894850823663393,3,2025-09-01,2025-09-22
color,7,1.1,0.21881140495974208,2,2025-09-01,2025-09-22
today video,6,1.1,0.10236780846651092,2,2025-09-15,2025-09-22
tools like,6,1.1,0.10236780846651092,2,2025-09-15,2025-09-22
steps,6,1.1,0.10236780846651092,2,2025-09-15,2025-09-22
met,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
feed link,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
feed item class,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
amp postid width,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
amp referrersource,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
able,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
highlighting responding story,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
highlighting responding,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
add,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
amp referrersource amp,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
easily,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
continue reading,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
continue reading ux,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
avoid,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
referrersource amp,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
responding,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
referrersource amp postid,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
div class medium,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
feed image,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
feed snippet,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
feed link href,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
believe,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
clientviewed amp referrersource,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
rss continue,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
rss continue reading,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
rss img,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
rss img src,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
clientviewed,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
link href https,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
continuing conversation,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
ux collective medium,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
continuing conversation highlighting,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
form,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
cc ux collective,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
large,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
link href,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
game,6,1.0,0.04666188191978205,2,2025-09-15,2025-09-22
published href,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
published href https,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
reading,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
reading ux,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
reading ux collective,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
conversation highlighting responding,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
referrersource,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
published,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
single,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
lean,6,1.0,0.04666188191978205,2,2025-09-15,2025-09-22
event post,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
event,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
event post clientviewed,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
curious graphic,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
feed image href,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
responding story,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
feed item,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
usually,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
design process,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
homes,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
hr,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
ux collective div,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
share,6,1.0,0.1620077371778128,2,2025-09-08,2025-09-22
clientviewed amp,5,1.0,0.18169011381620928,1,2025-09-22,2025-09-22
