Term,Total,slope,pvalue,weeks_present,first_seen,last_seen,score_up,score_down
poppy,6,0.2857142857142857,0.38414219638485414,2,2026-01-19,2026-02-23,0.10798984943120776,-0.10798984943120776
poppy red,6,0.2857142857142857,0.38414219638485414,2,2026-01-19,2026-02-23,0.10798984943120776,-0.10798984943120776
comedy,3,0.2857142857142857,0.03674259800515245,2,2026-02-16,2026-02-23,0.14285714285714285,-0.14285714285714285
vogue,38,0.2857142857142857,0.7918348967179016,5,2026-01-12,2026-02-23,0.04575090108716775,-0.04575090108716775
editor,6,0.2857142857142857,0.38414219638485414,2,2026-02-02,2026-02-16,0.10798984943120776,-0.10798984943120776
statement,8,0.2857142857142857,0.48958974456442766,2,2026-01-26,2026-02-23,0.09523809523809523,-0.09523809523809523
fashion editor,6,0.2857142857142857,0.38414219638485414,2,2026-02-02,2026-02-16,0.10798984943120776,-0.10798984943120776
long,3,0.25,0.0885568020460234,2,2026-02-16,2026-02-23,0.125,-0.125
wear french,3,0.24999999999999994,0.08855680204602355,2,2026-02-09,2026-02-23,0.12499999999999997,-0.12499999999999997
family,3,0.2142857142857143,0.36321746764912277,1,2026-02-16,2026-02-16,0.10714285714285715,-0.10714285714285715
streetwear fashion streetwear,3,0.2142857142857143,0.36321746764912277,1,2026-02-16,2026-02-16,0.10714285714285715,-0.10714285714285715
experts,6,0.21428571428571427,0.5219197950081091,2,2026-01-12,2026-02-23,0.08099238707340582,-0.08099238707340582
product links,3,0.21428571428571425,0.011724811003954652,3,2026-02-09,2026-02-23,0.10714285714285712,-0.10714285714285712
shopping,7,0.17857142857142855,0.6312099096928635,2,2026-01-26,2026-02-23,0.06313453403451316,-0.06313453403451316
approved,6,0.14285714285714285,0.6734284355375537,2,2026-01-19,2026-02-16,0.05399492471560388,-0.05399492471560388
dakota,6,0.07142857142857142,0.8343306281546261,2,2026-01-26,2026-02-23,0.02699746235780194,-0.02699746235780194
try,6,0.07142857142857142,0.7575093876521791,3,2026-01-19,2026-02-23,0.02699746235780194,-0.02699746235780194
moment,6,0.07142857142857142,0.8343306281546261,2,2026-01-26,2026-02-23,0.02699746235780194,-0.02699746235780194
summer,5,0.07142857142857141,0.7282136400155809,3,2026-01-26,2026-02-16,0.02916059217599021,-0.02916059217599021
want,9,0.03571428571428572,0.9232295866033231,3,2026-01-19,2026-02-23,0.011293848786315641,-0.011293848786315641
buy,6,3.96508223080413e-18,1.0,3,2026-01-26,2026-02-23,1.498660215804134e-18,-1.498660215804134e-18
menswear,9,-0.10714285714285714,0.7715726708976722,3,2026-01-12,2026-02-23,-0.03388154635894692,0.03388154635894692
blue,7,-0.25,0.43658806102038183,3,2026-01-12,2026-02-23,-0.08838834764831843,0.08838834764831843
stealing,6,-0.2857142857142857,0.38414219638485414,2,2026-01-19,2026-01-26,-0.10798984943120776,0.10798984943120776
predictions,8,-0.7142857142857141,0.03431659920639655,2,2026-01-12,2026-01-19,-0.23809523809523803,0.23809523809523803
trend predictions,8,-0.7142857142857141,0.03431659920639655,2,2026-01-12,2026-01-19,-0.23809523809523803,0.23809523809523803
